year,season,date,site,web,plot,quad,treatment,species,obs,cover,height,count,comment
2004,1,2/11/2004,G,1,W,1,C,PHIN,2,0.01,1,4,NA
2004,1,2/11/2004,G,1,W,1,C,PLPA2,1,0.01,1,3,NA
2004,1,2/11/2004,G,1,W,2,C,ASMIM,1,0.01,1,2,NA
2004,1,2/11/2004,G,1,W,2,C,BOER4,1,0.75,3,3,NA
2004,1,2/11/2004,G,1,W,2,C,BOER4,2,1,3,2,NA
2004,1,2/11/2004,G,1,W,2,C,BOER4,3,0.5,2,2,NA
2004,1,2/11/2004,G,1,W,2,C,BOER4,4,0.25,2,1,NA
2004,1,2/11/2004,G,1,W,2,C,BOER4,5,0.1,1,3,NA
2004,1,2/11/2004,G,1,W,2,C,CRCR3,1,0.01,1,17,NA
2004,1,2/11/2004,G,1,W,2,C,GUSA2,1,0.05,4,1,NA
2004,1,2/11/2004,G,1,W,2,C,GUSA2,1,1,19,1,NA
2004,1,2/11/2004,G,1,W,2,C,OECA10,1,0.01,1,1,NA
2004,1,2/11/2004,G,1,W,2,C,PHIN,1,0.01,1,4,NA
2004,1,2/11/2004,G,1,W,2,C,PHIN,2,0.05,1,3,NA
2004,1,2/11/2004,G,1,W,2,C,PLPA2,1,0.01,1,4,NA
2004,1,2/11/2004,G,1,W,3,C,BOER4,1,0.75,2,4,NA
2004,1,2/11/2004,G,1,W,3,C,BOER4,2,0.5,2,4,NA
2004,1,2/11/2004,G,1,W,3,C,BOER4,3,1,3,2,NA
2004,1,2/11/2004,G,1,W,3,C,BOER4,4,0.25,2,2,NA
2004,1,2/11/2004,G,1,W,3,C,GUSA2,1,2,24,1,NA
2004,1,2/11/2004,G,1,W,3,C,LIPU4,1,0.01,1,1,NA
2004,1,2/11/2004,G,1,W,3,C,PHIN,1,0.01,1,8,NA
2004,1,2/11/2004,G,1,W,3,C,PLPA2,1,0.01,1,11,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,1,3,2,2,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,2,1.5,2,2,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,3,2,2,2,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,4,1,3,1,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,5,0.5,2,3,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,6,0.25,2,1,NA
2004,1,2/11/2004,G,1,W,4,C,BOER4,7,0.05,2,7,NA
2004,1,2/11/2004,G,1,W,4,C,CHER2,1,0.25,4,1,NA
2004,1,2/11/2004,G,1,W,4,C,CHER2,2,0.1,3,3,NA
2004,1,2/11/2004,G,1,W,4,C,LIPU4,1,0.01,2,1,NA
2004,1,2/11/2004,G,1,W,4,C,MUAR2,1,0.1,2,2,NA
2004,1,2/11/2004,G,1,W,4,C,MUAR2,2,0.05,2,4,NA
2004,1,2/11/2004,G,1,W,4,C,PHIN,1,0.01,1,6,NA
2004,1,2/11/2004,G,1,W,4,C,PHIN,2,0.05,1,1,NA
2004,1,2/11/2004,G,1,W,4,C,SPLE,1,0.1,2,1,NA
2004,1,2/10/2004,G,2,E,1,C,BOER4,1,4,4,1,NA
2004,1,2/10/2004,G,2,E,1,C,BOER4,2,2,4,2,NA
2004,1,2/10/2004,G,2,E,1,C,BOER4,3,1,5,6,NA
2004,1,2/10/2004,G,2,E,1,C,BOER4,4,0.25,3,2,NA
2004,1,2/10/2004,G,2,E,1,C,CRCR3,1,0.01,1,1,NA
2004,1,2/10/2004,G,2,E,1,C,PHIN,1,0.05,1,2,NA
2004,1,2/10/2004,G,2,E,1,C,PHIN,2,0.01,1,16,NA
2004,1,2/10/2004,G,2,E,1,C,SPPO6,1,0.01,1,1,NA
2004,1,2/10/2004,G,2,E,2,C,CRCR3,1,0.01,1,50,NA
2004,1,2/10/2004,G,2,E,2,C,PHIN,1,0.05,1,4,NA
2004,1,2/10/2004,G,2,E,2,C,PHIN,2,0.01,1,7,NA
2004,1,2/10/2004,G,2,E,2,C,PLJA,1,1,2,1,NA
2004,1,2/10/2004,G,2,E,2,C,PLJA,2,0.25,3,6,NA
2004,1,2/10/2004,G,2,E,2,C,PLJA,3,0.1,1,5,NA
2004,1,2/10/2004,G,2,E,2,C,SPCO4,1,0.5,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,E,2,C,SPCO4,2,0.25,6,1,WAS_SPCO4
2004,1,2/10/2004,G,2,E,2,C,SPCO4,3,1.5,5,1,WAS_SPCO4
2004,1,2/10/2004,G,2,E,3,C,APRAH,1,0.01,1,5,NA
2004,1,2/10/2004,G,2,E,3,C,BOER4,1,0.1,2,1,NA
2004,1,2/10/2004,G,2,E,3,C,CRCR3,1,0.01,1,135,NA
2004,1,2/10/2004,G,2,E,3,C,CRCR3,2,0.05,1,2,NA
2004,1,2/10/2004,G,2,E,3,C,PHIN,1,0.05,1,2,NA
2004,1,2/10/2004,G,2,E,3,C,PHIN,2,0.01,1,2,NA
2004,1,2/10/2004,G,2,E,3,C,PLJA,1,0.25,1,1,NA
2004,1,2/10/2004,G,2,E,3,C,PLJA,2,0.1,1,2,NA
2004,1,2/10/2004,G,2,E,3,C,SPCO4,1,1,4,1,WAS_SPCO4
2004,1,2/10/2004,G,2,E,3,C,SPFL2,1,1,2,1,WAS_SPFL2
2004,1,2/10/2004,G,2,E,3,C,SPFL2,2,0.25,2,2,WAS_SPFL2
2004,1,2/10/2004,G,2,E,4,C,BOER4,1,3.5,4,1,NA
2004,1,2/10/2004,G,2,E,4,C,BOER4,2,2,5,1,NA
2004,1,2/10/2004,G,2,E,4,C,BOER4,3,1,4,3,NA
2004,1,2/10/2004,G,2,E,4,C,BOER4,4,0.25,1,1,NA
2004,1,2/10/2004,G,2,E,4,C,PHIN,1,0.05,1,2,NA
2004,1,2/10/2004,G,2,E,4,C,PHIN,2,0.01,1,10,NA
2004,1,2/10/2004,G,2,E,4,C,SPCO4,1,1,4,1,WAS_SPCO4
2004,1,2/10/2004,G,2,E,4,C,SPFL2,1,1.5,3,1,WAS_SPFL2
2004,1,2/10/2004,G,2,N,1,C,BOER4,1,0.75,2,1,NA
2004,1,2/10/2004,G,2,N,1,C,BOER4,2,1,2,3,NA
2004,1,2/10/2004,G,2,N,1,C,BOER4,3,1.5,3,1,NA
2004,1,2/10/2004,G,2,N,1,C,BOER4,4,0.5,3,4,NA
2004,1,2/10/2004,G,2,N,1,C,BOER4,5,0.25,2,2,NA
2004,1,2/10/2004,G,2,N,1,C,BOER4,6,0.1,3,4,NA
2004,1,2/10/2004,G,2,N,1,C,CRCR3,1,0.01,1,39,NA
2004,1,2/10/2004,G,2,N,1,C,MUAR2,1,0.1,2,6,NA
2004,1,2/10/2004,G,2,N,1,C,MUAR2,2,0.05,1,5,NA
2004,1,2/10/2004,G,2,N,1,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,N,1,C,PLPA2,1,0.01,1,18,NA
2004,1,2/10/2004,G,2,N,1,C,SPCO4,1,0.5,3,2,WAS_SPCO4
2004,1,2/10/2004,G,2,N,1,C,SPCO4,2,0.25,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,N,1,C,SPCO4,3,0.75,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,N,2,C,BOER4,1,1,3,3,NA
2004,1,2/10/2004,G,2,N,2,C,BOER4,2,1.5,4,2,NA
2004,1,2/10/2004,G,2,N,2,C,BOER4,3,0.75,3,2,NA
2004,1,2/10/2004,G,2,N,2,C,BOER4,4,0.1,2,3,NA
2004,1,2/10/2004,G,2,N,2,C,CRCR3,1,0.01,1,19,NA
2004,1,2/10/2004,G,2,N,2,C,EPTO,1,1,17,1,NA
2004,1,2/10/2004,G,2,N,2,C,EPTO,2,0.75,19,1,NA
2004,1,2/10/2004,G,2,N,2,C,EPTO,3,0.5,12,1,NA
2004,1,2/10/2004,G,2,N,2,C,PHIN,1,0.01,1,5,NA
2004,1,2/10/2004,G,2,N,2,C,SPCO4,1,0.5,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,N,2,C,SPCO4,2,0.75,3,2,WAS_SPCO4
2004,1,2/10/2004,G,2,N,2,C,SPCO4,3,0.25,3,3,WAS_SPCO4
2004,1,2/10/2004,G,2,N,3,C,BOER4,1,0.5,3,2,NA
2004,1,2/10/2004,G,2,N,3,C,BOER4,2,1,3,2,NA
2004,1,2/10/2004,G,2,N,3,C,BOER4,3,0.75,4,1,NA
2004,1,2/10/2004,G,2,N,3,C,BOER4,4,0.25,2,6,NA
2004,1,2/10/2004,G,2,N,3,C,BOER4,5,0.1,2,2,NA
2004,1,2/10/2004,G,2,N,3,C,CRCR3,1,0.01,1,13,NA
2004,1,2/10/2004,G,2,N,3,C,GUSA2,1,1,12,1,NA
2004,1,2/10/2004,G,2,N,3,C,MUAR2,1,0.1,2,20,NA
2004,1,2/10/2004,G,2,N,3,C,MUAR2,2,0.25,2,11,NA
2004,1,2/10/2004,G,2,N,3,C,PLPA2,1,0.01,1,5,NA
2004,1,2/10/2004,G,2,N,3,C,SPCO4,1,0.75,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,N,4,C,BOER4,1,0.5,2,3,NA
2004,1,2/10/2004,G,2,N,4,C,BOER4,2,1,3,2,NA
2004,1,2/10/2004,G,2,N,4,C,BOER4,3,0.25,2,2,NA
2004,1,2/10/2004,G,2,N,4,C,BOER4,4,0.1,1,4,NA
2004,1,2/10/2004,G,2,N,4,C,CRCR3,1,0.05,1,16,NA
2004,1,2/10/2004,G,2,N,4,C,CRCR3,2,0.01,1,46,NA
2004,1,2/10/2004,G,2,N,4,C,DEPI,1,0.1,2,2,NA
2004,1,2/10/2004,G,2,N,4,C,DEPI,2,0.05,2,7,NA
2004,1,2/10/2004,G,2,N,4,C,DEPI,3,0.01,1,6,NA
2004,1,2/10/2004,G,2,N,4,C,OECA10,1,0.1,1,5,NA
2004,1,2/10/2004,G,2,N,4,C,OECA10,2,0.05,1,7,NA
2004,1,2/10/2004,G,2,N,4,C,PHIN,1,0.25,2,1,NA
2004,1,2/10/2004,G,2,N,4,C,PHIN,2,0.01,1,3,NA
2004,1,2/10/2004,G,2,S,1,C,ASMIM,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,S,1,C,BOER4,1,1.5,4,2,NA
2004,1,2/10/2004,G,2,S,1,C,BOER4,2,1,3,3,NA
2004,1,2/10/2004,G,2,S,1,C,BOER4,3,0.75,4,1,NA
2004,1,2/10/2004,G,2,S,1,C,BOER4,4,0.25,2,2,NA
2004,1,2/10/2004,G,2,S,1,C,BOER4,5,0.1,2,1,NA
2004,1,2/10/2004,G,2,S,1,C,CRCR3,1,0.01,1,11,NA
2004,1,2/10/2004,G,2,S,1,C,DEPI,1,0.01,1,3,NA
2004,1,2/10/2004,G,2,S,1,C,IPPU4,1,0.01,1,6,NA
2004,1,2/10/2004,G,2,S,1,C,PLJA,1,0.1,2,5,NA
2004,1,2/10/2004,G,2,S,1,C,PLJA,2,0.25,3,2,NA
2004,1,2/10/2004,G,2,S,1,C,SPFL2,1,0.25,3,2,WAS_SPFL2
2004,1,2/10/2004,G,2,S,1,C,SPFL2,2,0.75,4,1,WAS_SPFL2
2004,1,2/10/2004,G,2,S,2,C,BOER4,1,1.5,3,3,NA
2004,1,2/10/2004,G,2,S,2,C,BOER4,2,1,4,4,NA
2004,1,2/10/2004,G,2,S,2,C,BOER4,3,0.75,4,4,NA
2004,1,2/10/2004,G,2,S,2,C,BOER4,4,0.25,4,4,NA
2004,1,2/10/2004,G,2,S,2,C,CHER2,1,0.1,3,3,NA
2004,1,2/10/2004,G,2,S,2,C,CHER2,2,0.25,5,1,NA
2004,1,2/10/2004,G,2,S,2,C,CRCR3,1,0.01,1,3,NA
2004,1,2/10/2004,G,2,S,2,C,PLJA,1,0.1,3,2,NA
2004,1,2/10/2004,G,2,S,2,C,SPCO4,1,1.5,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,S,2,C,SPCO4,2,0.5,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,S,2,C,SPCO4,3,0.75,3,1,WAS_SPCO4
2004,1,2/10/2004,G,2,S,3,C,BOER4,1,1.5,3,5,NA
2004,1,2/10/2004,G,2,S,3,C,BOER4,2,3,4,1,NA
2004,1,2/10/2004,G,2,S,3,C,BOER4,3,1,4,3,NA
2004,1,2/10/2004,G,2,S,3,C,BOGR2,1,1.5,4,3,NA
2004,1,2/10/2004,G,2,S,3,C,BOGR2,2,1,4,4,NA
2004,1,2/10/2004,G,2,S,3,C,BOGR2,3,0.25,3,3,NA
2004,1,2/10/2004,G,2,S,3,C,BOGR2,4,0.1,2,4,NA
2004,1,2/10/2004,G,2,S,3,C,CRCR3,1,0.01,1,6,NA
2004,1,2/10/2004,G,2,S,3,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,S,3,C,PLJA,1,0.75,3,1,NA
2004,1,2/10/2004,G,2,S,3,C,PLJA,2,0.25,2,4,NA
2004,1,2/10/2004,G,2,S,3,C,PLJA,3,0.25,3,2,NA
2004,1,2/10/2004,G,2,S,4,C,ASMIM,1,0.05,2,1,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,1,4,4,2,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,2,3,4,2,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,3,2,3,4,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,4,1,4,3,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,5,1.5,4,1,NA
2004,1,2/10/2004,G,2,S,4,C,BOER4,6,0.5,2,2,NA
2004,1,2/10/2004,G,2,S,4,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,S,4,C,PHIN,2,0.05,1,2,NA
2004,1,2/10/2004,G,2,S,4,C,PLJA,1,0.25,3,3,NA
2004,1,2/10/2004,G,2,S,4,C,PLJA,2,0.5,3,1,NA
2004,1,2/10/2004,G,2,S,4,C,PLPA2,1,0.01,1,6,NA
2004,1,2/10/2004,G,2,W,1,C,BOER4,1,2,3,1,NA
2004,1,2/10/2004,G,2,W,1,C,BOER4,2,1,3,5,NA
2004,1,2/10/2004,G,2,W,1,C,BOER4,3,0.5,3,2,NA
2004,1,2/10/2004,G,2,W,1,C,BOER4,4,0.25,1,2,NA
2004,1,2/10/2004,G,2,W,1,C,CRCR3,1,0.01,1,25,NA
2004,1,2/10/2004,G,2,W,1,C,GUSA2,1,1,13,1,NA
2004,1,2/10/2004,G,2,W,1,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,W,1,C,SPCO4,1,0.5,6,2,WAS_SPCO4
2004,1,2/10/2004,G,2,W,2,C,ASMIM,1,0.01,1,1,NA
2004,1,2/10/2004,G,2,W,2,C,BOER4,1,3,5,1,NA
2004,1,2/10/2004,G,2,W,2,C,BOER4,2,1,4,8,NA
2004,1,2/10/2004,G,2,W,2,C,BOER4,3,0.5,2,1,NA
2004,1,2/10/2004,G,2,W,2,C,CRCR3,1,0.01,1,16,NA
2004,1,2/10/2004,G,2,W,2,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,2,W,2,C,SPCO4,1,0.5,5,4,WAS_SPCO4
2004,1,2/10/2004,G,2,W,2,C,SPCO4,2,0.25,3,3,WAS_SPCO4
2004,1,2/10/2004,G,2,W,3,C,BOER4,1,4.5,5,1,NA
2004,1,2/10/2004,G,2,W,3,C,BOER4,2,1,4,7,NA
2004,1,2/10/2004,G,2,W,3,C,BOER4,3,0.5,4,4,NA
2004,1,2/10/2004,G,2,W,3,C,BOER4,4,0.25,1,6,NA
2004,1,2/10/2004,G,2,W,3,C,CRCR3,1,0.01,1,4,NA
2004,1,2/10/2004,G,2,W,3,C,PHIN,1,0.01,1,16,NA
2004,1,2/10/2004,G,2,W,3,C,SPCO4,1,1,4,5,WAS_SPCO4
2004,1,2/10/2004,G,2,W,4,C,BOER4,1,3,4,1,NA
2004,1,2/10/2004,G,2,W,4,C,BOER4,2,2,3,4,NA
2004,1,2/10/2004,G,2,W,4,C,BOER4,3,1,3,4,NA
2004,1,2/10/2004,G,2,W,4,C,BOER4,4,0.5,2,2,NA
2004,1,2/10/2004,G,2,W,4,C,CRCR3,1,0.01,1,40,NA
2004,1,2/10/2004,G,2,W,4,C,PHIN,1,0.05,1,3,NA
2004,1,2/10/2004,G,2,W,4,C,PHIN,2,0.01,1,7,NA
2004,1,2/10/2004,G,2,W,4,C,PLPA2,2,0.01,1,10,NA
2004,1,2/10/2004,G,2,W,4,C,SPCO4,1,1,4,1,WAS_SPCO4
2004,1,2/10/2004,G,3,E,1,C,BOER4,1,8,9,2,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,2,4.5,12,1,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,3,4,9,1,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,4,2,10,2,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,5,1.5,5,1,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,6,0.5,4,8,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,7,0.25,4,5,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,8,0.1,3,5,NA
2004,1,2/10/2004,G,3,E,1,C,BOER4,9,0.05,2,2,NA
2004,1,2/10/2004,G,3,E,1,C,SPCO4,1,0.25,4,2,WAS_SPCO4
2004,1,2/10/2004,G,3,E,1,C,SPCR,1,0.25,2,1,WAS_SPCR
2004,1,2/10/2004,G,3,E,1,C,SPCR,2,0.1,2,3,WAS_SPCR
2004,1,2/10/2004,G,3,E,2,C,ASMIM,1,0.01,1,3,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,1,4,4,1,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,2,3,8,1,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,3,1,5,3,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,4,0.5,7,3,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,5,0.25,3,2,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,6,0.1,3,1,NA
2004,1,2/10/2004,G,3,E,2,C,BOER4,7,0.05,2,2,NA
2004,1,2/10/2004,G,3,E,2,C,CRCR3,1,0.01,1,9,NA
2004,1,2/10/2004,G,3,E,2,C,PHIN,1,0.01,1,4,NA
2004,1,2/10/2004,G,3,E,2,C,SPCR,1,1.5,3,1,WAS_SPCR
2004,1,2/10/2004,G,3,E,3,C,BOER4,1,1,6,3,NA
2004,1,2/10/2004,G,3,E,3,C,BOER4,2,1.5,4,1,NA
2004,1,2/10/2004,G,3,E,3,C,BOER4,3,0.75,9,1,NA
2004,1,2/10/2004,G,3,E,3,C,BOER4,4,0.25,3,3,NA
2004,1,2/10/2004,G,3,E,3,C,CRCR3,1,0.01,1,2,NA
2004,1,2/10/2004,G,3,E,3,C,PLPA2,1,0.01,1,11,NA
2004,1,2/10/2004,G,3,E,3,C,SPCO4,1,1.5,5,3,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPCO4,2,3.5,9,1,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPCO4,3,1,5,3,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPCO4,4,0.75,4,3,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPCO4,5,0.25,2,4,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPCO4,6,0.1,1,2,WAS_SPCO4
2004,1,2/10/2004,G,3,E,3,C,SPPO6,1,0.25,11,1,NA
2004,1,2/10/2004,G,3,E,4,C,BOER4,1,1,8,3,NA
2004,1,2/10/2004,G,3,E,4,C,BOER4,2,2,7,1,NA
2004,1,2/10/2004,G,3,E,4,C,BOER4,3,1.5,3,1,NA
2004,1,2/10/2004,G,3,E,4,C,BOER4,4,0.25,5,2,NA
2004,1,2/10/2004,G,3,E,4,C,BOER4,5,0.1,6,3,NA
2004,1,2/10/2004,G,3,E,4,C,CRCR3,1,0.01,1,43,NA
2004,1,2/10/2004,G,3,E,4,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,3,E,4,C,PLPA2,1,0.01,1,5,NA
2004,1,2/10/2004,G,3,E,4,C,SPCO4,1,4,10,1,WAS_SPCO4
2004,1,2/10/2004,G,3,E,4,C,SPCO4,2,0.75,6,1,WAS_SPCO4
2004,1,2/10/2004,G,3,E,4,C,SPCO4,3,0.5,4,1,WAS_SPCO4
2004,1,2/10/2004,G,3,E,4,C,SPFL2,1,0.25,3,5,WAS_SPFL2
2004,1,2/10/2004,G,3,E,4,C,SPFL2,2,1,3,3,WAS_SPFL2
2004,1,2/10/2004,G,3,E,4,C,SPFL2,3,0.1,1,2,WAS_SPFL2
2004,1,2/10/2004,G,3,N,1,C,BOER4,1,5,15,1,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,2,7,9,1,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,3,2,8,1,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,4,0.5,3,2,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,5,1,3,1,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,6,0.75,2,1,NA
2004,1,2/10/2004,G,3,N,1,C,BOER4,7,0.1,1,2,NA
2004,1,2/10/2004,G,3,N,1,C,CRCR3,1,0.01,1,33,NA
2004,1,2/10/2004,G,3,N,1,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,3,N,1,C,SPCO4,1,0.05,1,2,WAS_SPCO4
2004,1,2/10/2004,G,3,N,1,C,SPCO4,2,0.01,1,1,WAS_SPCO4
2004,1,2/10/2004,G,3,N,2,C,BOER4,1,5,9,1,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,2,2.5,8,1,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,3,4.5,6,1,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,4,2,5,2,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,5,1.5,4,2,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,6,0.75,5,1,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,7,0.5,3,2,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,8,0.05,1,2,NA
2004,1,2/10/2004,G,3,N,2,C,BOER4,9,0.25,2,1,NA
2004,1,2/10/2004,G,3,N,2,C,CRCR3,1,0.01,1,39,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,1,6,9,1,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,2,2.5,6,1,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,3,1.5,4,2,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,4,2,4,1,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,5,1,4,1,NA
2004,1,2/10/2004,G,3,N,3,C,BOER4,6,0.5,3,4,NA
2004,1,2/10/2004,G,3,N,3,C,CRCR3,1,0.01,1,6,NA
2004,1,2/10/2004,G,3,N,3,C,PHIN,1,0.05,1,1,NA
2004,1,2/10/2004,G,3,N,3,C,PLJA,1,0.1,3,1,NA
2004,1,2/10/2004,G,3,N,3,C,SPCO4,1,0.25,4,1,WAS_SPCO4
2004,1,2/10/2004,G,3,N,3,C,SPCO4,2,0.1,3,1,WAS_SPCO4
2004,1,2/10/2004,G,3,N,3,C,SPPO6,1,0.25,5,1,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,1,5,14,1,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,2,2.5,6,1,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,3,1.5,8,1,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,4,1,6,3,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,5,0.75,5,1,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,6,0.5,3,3,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,7,0.25,3,2,NA
2004,1,2/10/2004,G,3,N,4,C,BOER4,8,0.1,2,1,NA
2004,1,2/10/2004,G,3,N,4,C,CRCR3,1,0.01,1,16,NA
2004,1,2/10/2004,G,3,N,4,C,PHIN,1,0.01,1,4,NA
2004,1,2/10/2004,G,3,N,4,C,SPCR,1,0.05,1,1,WAS_SPCR
2004,1,2/10/2004,G,3,S,1,C,ASMIM,1,0.01,1,3,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,1,1,3,3,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,2,0.75,2,2,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,3,0.5,1,1,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,4,0.25,2,3,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,5,0.1,1,1,NA
2004,1,2/10/2004,G,3,S,1,C,BOER4,6,0.05,1,2,NA
2004,1,2/10/2004,G,3,S,1,C,GUSA2,1,0.75,8,1,NA
2004,1,2/10/2004,G,3,S,1,C,GUSA2,2,2.5,24,1,NA
2004,1,2/10/2004,G,3,S,1,C,GUSA2,3,0.01,1,3,NA
2004,1,2/10/2004,G,3,S,1,C,PHIN,1,0.05,1,4,NA
2004,1,2/10/2004,G,3,S,1,C,PHIN,2,0.01,1,14,NA
2004,1,2/10/2004,G,3,S,1,C,SPPO6,1,0.05,1,1,NA
2004,1,2/10/2004,G,3,S,1,C,SPPO6,2,0.01,1,1,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,1,3,4,1,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,2,2,3,2,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,3,1.5,3,1,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,4,1,4,1,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,5,0.75,3,2,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,6,0.1,1,1,NA
2004,1,2/10/2004,G,3,S,2,C,BOER4,7,0.25,1,1,NA
2004,1,2/10/2004,G,3,S,2,C,CRCR3,1,0.01,1,5,NA
2004,1,2/10/2004,G,3,S,2,C,PHIN,1,0.01,1,2,NA
2004,1,2/10/2004,G,3,S,3,C,BOER4,1,4.5,8,1,NA
2004,1,2/10/2004,G,3,S,3,C,BOER4,2,1,5,4,NA
2004,1,2/10/2004,G,3,S,3,C,BOER4,3,0.75,4,3,NA
2004,1,2/10/2004,G,3,S,3,C,BOER4,4,0.25,2,2,NA
2004,1,2/10/2004,G,3,S,3,C,CRCR3,1,0.01,1,6,NA
2004,1,2/10/2004,G,3,S,3,C,PHIN,1,0.01,1,3,NA
2004,1,2/10/2004,G,3,S,3,C,SPCO4,1,0.25,3,2,WAS_SPCO4
2004,1,2/10/2004,G,3,S,4,C,ASMIM,1,0.05,1,1,NA
2004,1,2/10/2004,G,3,S,4,C,BOER4,1,1,4,2,NA
2004,1,2/10/2004,G,3,S,4,C,BOER4,2,1.5,5,1,NA
2004,1,2/10/2004,G,3,S,4,C,BOER4,3,0.5,3,1,NA
2004,1,2/10/2004,G,3,S,4,C,BOER4,4,0.25,3,2,NA
2004,1,2/10/2004,G,3,S,4,C,BOER4,5,0.1,1,3,NA
2004,1,2/10/2004,G,3,S,4,C,CRCR3,1,0.01,1,3,NA
2004,1,2/10/2004,G,3,S,4,C,GUSA2,1,1.5,16,1,NA
2004,1,2/10/2004,G,3,S,4,C,LIPU4,1,0.01,2,1,NA
2004,1,2/10/2004,G,3,S,4,C,PHIN,1,0.01,1,4,NA
2004,1,2/10/2004,G,3,S,4,C,SPCO4,1,0.5,3,1,WAS_SPCO4
2004,1,2/10/2004,G,3,S,4,C,SPCO4,2,0.25,3,1,WAS_SPCO4
2004,1,2/10/2004,G,3,S,4,C,SPCR,1,1,1,1,WAS_SPCR
