season,site,kartez,allometry,metric,value,n_zero_mean,biomass_mean,n_quads
F,P,OPUNT,BM,acor,0.002835153991452383,13.6875,0.14224166666666668,16
F,P,PAHI5,BM,acor,-0.07619047619047621,14,0.011962499999999996,2
F,P,PEAN,BM,acor,-0.0790870370486193,10.466666666666667,0.051684,75
F,P,PEBA2,BM,acor,0.10646032915745518,11,0.14291333333333334,1
F,P,PEFE,BM,acor,-0.07619047619047617,14,0.06533333333333333,1
F,P,PELO3,BM,acor,0.08850234394275844,13.5,0.04672166666666666,2
F,P,PHHE4,BM,acor,0.022150007168137826,13.285714285714286,0.16097380952380952,7
F,P,PHHEF,BM,acor,-0.12120108782773853,13.25,0.08987049999999999,4
F,P,PHLO15,BM,acor,-0.0761904761904762,14,0.05141875,3
F,P,PLJA,BM,acor,0.14346342322054678,10.666666666666666,1.7012669479260023,6
F,P,PLPA2,BM,acor,-0.047014234154676864,13.666666666666666,8.238518518518519e-4,9
F,P,POFE,BM,acor,-0.09544675045117258,11.2,0.6172044,15
F,P,POHA5,BM,acor,-0.0033365764987639923,13.25,0.021215416666666667,24
F,P,POOL,BM,acor,-0.08938791957547569,11.596153846153847,0.14910388846153846,52
F,P,RHTR,BM,acor,0.21785507084224773,9.6,30.157728,15
F,P,SAAB,BM,acor,-0.099843722466651,11.67123287671233,0.059076986301369865,73
F,P,SASU7,BM,acor,-0.13907551687827857,11.26923076923077,0.08150584615384615,26
F,P,SATR12,BM,acor,-0.07619047619047621,14,0.016132,1
F,P,SCMU6,BM,acor,-0.034401188965098285,12.216216216216216,0.02665315315315315,74
F,P,SEDI3,BM,acor,-0.00476190476190476,14,0.1095,1
F,P,SIAL2,BM,acor,-0.07154127923358694,13.923076923076923,0.00640035897435897,13
F,P,SOEL,BM,acor,0.14568270465644068,6.2,1.6041822533333332,5
F,P,SOJA,BM,acor,-0.09322948467984302,12.142857142857142,0.19081285714285715,7
F,P,SPCOC,BM,acor,0.015850548984194326,11.25,0.108834,4
F,P,SPORO,BM,acor,-0.013684639687969508,10.285714285714286,2.4685698253968256,21
F,P,SPPO6,BM,acor,0.06899168606804772,10.4375,0.6721049166666666,16
F,P,TEAR4,BM,acor,-0.07619047619047621,14,0.01099333333333333,1
F,P,THWR,BM,acor,-0.012028923904485378,13.526315789473685,0.06567070175438595,19
F,P,TRRA,BM,acor,-0.07619047619047621,14,0.00265833333333333,1
F,P,TRRA5,BM,acor,-0.07619047619047624,14,0.00549666666666666,1
F,P,VINE,BM,acor,-0.012611060982969678,12.75,0.75302499999999994,8
F,P,YUBA,BM,acor,0.21851696690969563,8,4.044888888888889,3
F,P,ZIGR,BM,acor,0.2452686943690798,9,0.10378666666666668,1
S,B,ALIN,BM,acor,-0.07619047619047616,14,0.00533333333333333,1
S,B,ALMA4,BM,acor,-0.021055390605444407,11.25,0.17410891666666664,4
S,B,ARAD,BM,acor,-0.07619047619047614,14,0.00816666666666666,1
S,B,ARIST,BM,acor,0.1583147699734713,10.842105263157896,2.8833028070175435,19
S,B,ASTRA,BM,acor,-0.05431764036413844,12.1875,0.8711495833333334,16
S,B,BOER4,BM,acor,0.2360153804621328,4.375,6.441219555555556,24
S,B,BOGR2,BM,acor,0.11715318805299671,0.26666666666666666,22.61158227936508,30
S,B,BREUC2,BM,acor,-0.07619047619047616,14,0.02917444444444444,3
S,B,CAHA14,BM,acor,-0.07619047619047621,14,0.00625166666666666,1
S,B,CAWR,BM,acor,-0.07619047619047618,14,0.00808333333333333,1
S,B,CHAL11,BM,acor,-0.04928902908714019,8,0.42681800000000003,9
S,B,CHCO2,BM,acor,-0.09168623541657285,12.4,0.0076333333333333305,5
S,B,CHER2,BM,acor,-0.06788149676236314,13.333333333333334,0.08057777777777778,3
S,B,CHIN2,BM,acor,-0.03984328141246016,13.75,0.010467916666666664,8
S,B,CHSE7,BM,acor,-0.07619047619047621,14,4.280000000000001e-4,1
S,B,CHSES,BM,acor,-0.0761904761904761,14,5.969777777777755e-4,3
S,B,CINE,BM,acor,-0.1574630717550886,10,0.27199,2
S,B,COEQ,BM,acor,-0.00716040716040715,13,0.22506,1
S,B,CRCR3,BM,acor,0.04603438388373262,12.217391304347826,0.19818747826086955,23
S,B,CYACF,BM,acor,-0.07619047619047616,14,0.01250333333333333,1
S,B,DAPU7,BM,acor,0.09489815965038782,8.2,0.09336839555555555,15
S,B,DEPI,BM,acor,-0.04819878738944514,12.411764705882353,0.2961083529411765,17
S,B,DEWO,BM,acor,-0.13540587219343694,13,0.04376166666666666,1
S,B,ECFEF3,BM,acor,0.20684927452153196,11.25,0.4152433333333333,4
S,B,ECIN2,BM,acor,0.19835784035945273,13,0.0637652380952381,7
S,B,ELEL5,BM,acor,-0.07619047619047618,14,0.00437999999999999,1
S,B,ERAB2,BM,acor,0.4897435897435897,13,0.00646666666666666,1
S,B,ERDI2,BM,acor,-0.07619047619047618,14,0.00194,1
S,B,EVNU,BM,acor,-0.05330476376361027,9,0.11159225,4
S,B,GACO5,BM,acor,-0.14876723961296653,5.833333333333333,1.7231677222222224,6
S,B,GASUN,BM,acor,-0.061885394763351975,13.25,0.05981666666666667,4
S,B,GLBI2,BM,acor,-0.023046380215512665,12.368421052631579,0.13510180701754385,19
S,B,GRCL,BM,acor,0.6319711440902475,4,11.51359,1
S,B,GUSA2,BM,acor,-0.07619047619047611,14,0.12596666666666667,1
S,B,HODR,BM,acor,-0.015699862076353502,10,0.07979999999999998,2
S,B,HORU,BM,acor,-0.07619047619047625,14,0.00125033333333333,1
S,B,HYFIC,BM,acor,-0.05492517972692195,13.384615384615385,0.24244047252747244,13
S,B,HYVE,BM,acor,-0.1696843856594501,12.333333333333334,0.18129833333333334,3
S,B,IPLA2,BM,acor,-0.07619047619047618,14,0.00194,1
S,B,IPPU4,BM,acor,-0.0860853432282004,13.857142857142858,0.038338095238095234,7
S,B,LEDE,BM,acor,-0.017422393833912406,12.6,0.027548,5
S,B,LEFE,BM,acor,-0.07619047619047623,14,0.11886333333333333,3
S,B,LIIN2,BM,acor,-0.07619047619047625,14,0.093775,1
S,B,LIPU4,BM,acor,-0.10843282322967412,13.214285714285714,0.01944619047619047,14
S,B,MAFE,BM,acor,-0.10752955509861295,13.142857142857142,0.04656,14
S,B,MAPIP,BM,acor,0.05730752803025326,13,0.07954771428571428,7
S,B,MELE2,BM,acor,-3.9922188047715056e-4,12.923076923076923,0.23106605128205127,13
S,B,MIAL4,BM,acor,0.028039942392922873,11.714285714285714,0.285076,7
S,B,MILI3,BM,acor,-0.02194843515873796,12,0.1466890476190476,7
S,B,MUAR2,BM,acor,-0.12444622734894753,12.347826086956522,0.051219781366459494,23
S,B,"NAHI",BM,acor,-0.07619047619047614,14,0.00808333333333333,1
S,B,OECA10,BM,acor,-0.10705772802783052,12.75,0.14873756944444444,24
S,B,PEFE,BM,acor,0.04996837444655279,2,1.3838333333333332,1
S,B,PHCR,BM,acor,-0.10218674293435369,12.666666666666666,0.05431999999999999,9
S,B,PLJA,BM,acor,0.09066387380256075,6.916666666666667,4.499452222222222,12
S,B,PLPA2,BM,acor,-0.10033497699633429,7.066666666666666,0.16879235555555555,30
S,B,PSTAT,BM,acor,-0.07619047619047625,14,0.00125033333333333,1
S,B,SATR12,BM,acor,-0.010632353262825411,10.6,0.2912722222222222,30
S,B,SCBR2,BM,acor,-0.11401312460312583,6,0.92542705,4
S,B,SEBA3,BM,acor,-0.0888469504533083,12.8,0.015003999999999997,5
S,B,SEDI3,BM,acor,-0.10444644878013275,13,0.16684888888888888,3
S,B,SEFLF,BM,acor,0.0023063177813770967,13.533333333333333,0.48188666666666663,15
S,B,SOEL,BM,acor,0.10847736089492997,10.142857142857142,0.09944761904761905,7
S,B,SPHA,BM,acor,0.03813913266251947,9.842105263157896,0.6801622807017544,19
S,B,SPORO,BM,acor,0.25680178949889504,8.4,1.3959565733333332,25
S,B,SPPO6,BM,acor,-0.0014390405671353172,13.666666666666666,0.04918944444444444,6
S,B,STPA4,BM,acor,-0.013096564254635356,7.75,0.7549208333333334,4
S,B,TECO,BM,acor,-0.10256198945236542,11.5,0.10732027777777778,6
S,B,TOAN,BM,acor,-0.07619047619047618,14,0.0026944444444444364,3
S,B,ZIGR,BM,acor,-0.10309428884124006,12,0.12756,5
S,C,APRAH,BM,acor,-0.07619047619047625,14,0.03125833333333333,1
S,C,ARIST,BM,acor,-0.03070577936147739,10,2.5795558888888888,6
S,C,ASTRA,BM,acor,-0.09463353989652712,11.941176470588236,0.25458948627450984,17
S,C,BAABA,BM,acor,0.07381236104183111,11.2,0.4943264,10
S,C,BADI,BM,acor,-0.0761904761904762,14,0.00254,1
S,C,BAMU,BM,acor,-0.04047619047619046,14,0.003750999999999995,2
S,C,BOER4,BM,acor,0.13449178092856845,9.416666666666666,1.7986573333333333,12
S,C,CHCO,BM,acor,-0.07619047619047618,14,0.00625166666666666,1
S,C,CHCO2,BM,acor,-0.07619047619047616,14,6.666666666666666e-4,1
S,C,CHER2,BM,acor,-0.0466215126098683,9.555555555555555,0.8522059259259259,9
S,C,CHSES,BM,acor,-0.0761904761904762,14,2.4826666666666667e-4,1
S,C,COCA5,BM,acor,-0.07619047619047617,14,0.03233333333333333,1
S,C,CRCR3,BM,acor,-0.040618948398280515,11.257142857142858,0.38138739047619047,35
S,C,DAPU7,BM,acor,0.0036163519930308904,8.777777777777779,0.0986626524074074,36
S,C,DEPI,BM,acor,-0.04660947448927881,11.64,0.6460222266666666,25
S,C,DIWI2,BM,acor,-0.07619047619047618,14,0.00161666666666666,1
S,C,ELEL5,BM,acor,0.4482842054274827,9,3.881166666666666,1
S,C,ERAB2,BM,acor,0.02037776004256451,13,0.00501166666666666,2
S,C,GLBI2,BM,acor,-0.07619047619047621,14,0.00625166666666666,1
S,C,GRCL,BM,acor,0.13819172276132724,7.333333333333333,5.193552222222222,3
S,C,GUSA2,BM,acor,0.13835323344812323,11.0625,6.365095666666667,32
S,C,GUSP,BM,acor,-0.08131827043773202,13.5,0.3125833333333333,2
S,C,HENE5,BM,acor,-0.07619047619047617,14,0.1680416666666667,2
S,C,HODR,BM,acor,-0.11974774329894572,8,0.457064,5
S,C,HYFIC,BM,acor,-0.07619047619047624,14,0.010049555555555551,6
S,C,IPPU4,BM,acor,-0.03718849527849997,11.5,0.04135972222222222,24
S,C,LACO13,BM,acor,-0.07619047619047613,14,0.01131666666666666,1
S,C,LAOCO,BM,acor,-0.026367382805773974,11.875,0.1035,24
S,C,LATR2,BM,acor,0.49229604577779484,2.727272727272727,46.29161260606061,33
S,C,LEFE,BM,acor,-0.07395932601625417,7.424242424242424,1.7546248484848486,33
S,C,LIPU4,BM,acor,-0.052380952380952396,14,0.008837777777777774,3
S,C,MAPIP,BM,acor,-0.08612519307261206,12.333333333333334,0.11866662222222223,15
S,C,MELE2,BM,acor,-0.09540647900440855,13.555555555555555,0.2016423703703704,9
S,C,MESC,BM,acor,-0.2629340946214106,9.5,0.5038843333333334,2
S,C,MILI3,BM,acor,-0.07619047619047621,14,0.00981666666666666,1
S,C,MUAR,BM,acor,0.1506435006435005,13,0.015404999999999999,2
S,C,MUAR2,BM,acor,-0.03063995405975172,13.333333333333334,0.5702280888888889,6
S,C,MUPO2,BM,acor,-0.10323707074509994,12,4.682851233333334,7
S,C,"NAHI",BM,acor,-0.0761904761904762,14,0.04494333333333333,4
S,C,NONE,BM,acor,-0.07619047619047616,14,0.052,4
S,C,OECA10,BM,acor,-0.07619047619047613,14,0.01250333333333333,1
S,C,OPMA8,BM,acor,0.46365929772106856,2,92.25513333333332,1
S,C,OPPH,BM,acor,-0.07869438608131524,13,10.9668,1
S,C,PHCR,BM,acor,-0.06581149439268837,13.15,0.016748666666666665,20
S,C,PLJA,BM,acor,0.2549893224000143,4,7.1009400000000005,4
S,C,PLPA2,BM,acor,-0.1229234332013441,10.904761904761905,0.08396907936507936,21
S,C,SAAB,BM,acor,-0.07619047619047623,14,0.01287,2
S,C,SCBR2,BM,acor,-0.08576728625511522,6.642857142857143,0.9844469261904762,14
S,C,SCLA6,BM,acor,-0.07619047619047617,14,0.15629166666666666,2
S,C,SEDI3,BM,acor,0.036296731706443354,11.666666666666666,0.2271297777777778,3
S,C,SOEL,BM,acor,-0.11927701497168562,11,0.09506666666666666,1
S,C,SPAI,BM,acor,-0.0761904761904762,14,0.105315,1
S,C,SPHA,BM,acor,-0.07619047619047614,14,8.333333333333334e-4,1
S,C,SPORO,BM,acor,-0.009285547901604192,11.142857142857142,2.1333034253968255,21
S,C,SPPO6,BM,acor,-0.09873430503469832,12.555555555555555,0.18018403703703706,18
S,C,STEM,BM,acor,0.4987775187775188,9.7,0.2790666666666667,30
S,C,THAC,BM,acor,0.0743440474088531,8.666666666666666,2.558117111111111,9
S,C,THME,BM,acor,-0.07619047619047624,14,0.03125833333333333,1
S,C,THWR,BM,acor,-0.07619047619047625,14,0.06251666666666666,1
S,C,TOAN,BM,acor,0.09252098696974587,13,0.03718333333333333,5
S,G,ALIN,BM,acor,-0.040476190476190464,14,0.003999999999999995,2
S,G,ALMA4,BM,acor,-0.12930914291463635,12,0.2569435,2
S,G,APRAH,BM,acor,-0.030875226184627184,11.285714285714286,0.6001599999999999,7
S,G,ARIST,BM,acor,0.003679298907644623,12,6.022023333333334,3
S,G,ASTRA,BM,acor,-0.0798854703508024,10.454545454545455,1.1675842272727273,22
S,G,BOER4,BM,acor,0.31180747512215745,0.2727272727272727,42.67284072727273,22
S,G,BOGR2,BM,acor,0.11257038725013417,13.666666666666666,0.39508444444444446,3
S,G,CHER2,BM,acor,0.11539586770682277,8.333333333333334,1.3824844444444444,3
S,G,CHSES,BM,acor,-0.0761904761904762,14,2.4826666666666667e-4,3
S,G,CRCR3,BM,acor,-0.06950623964249865,9.5,0.713592,22
S,G,CYACF,BM,acor,-0.2478356920326486,10.333333333333334,0.2984128888888889,3
S,G,DAPU7,BM,acor,-0.016202022650242377,10.25,0.11168851249999999,8
S,G,DEPI,BM,acor,0.09671469145153572,12.666666666666666,0.5877955925925926,9
S,G,EPTO,BM,acor,0.29459930313588845,0,21.4467,1
S,G,ERAB2,BM,acor,-0.00476190476190476,14,3.2333333333333335e-4,1
S,G,ERTE13,BM,acor,-0.11898428782532644,11,0.08406666666666666,1
S,G,ESVIV,BM,acor,-0.00476190476190475,14,0.00119666666666666,1
S,G,GAPU,BM,acor,-0.07619047619047617,14,0.013128499999999994,2
S,G,GUSA2,BM,acor,0.3224596874914272,10.777777777777779,7.846323703703704,18
S,G,HODR,BM,acor,0.05508757942345385,9.214285714285714,0.4404742857142857,14
S,G,IPPU4,BM,acor,-0.11301298540765012,10.5,0.02360333333333333,2
S,G,LAOCO,BM,acor,-0.11594202898550726,13,0.092,1
S,G,LATR2,BM,acor,0.13014607753323384,8,35.151293333333335,2
S,G,LEFE,BM,acor,-0.03176439408619697,9.5,1.399985,2
S,G,LIPU4,BM,acor,0.009562357522149635,13.125,0.01305458333333333,8
S,G,MAFE,BM,acor,-0.07191425988701945,13.166666666666666,0.014118888888888887,6
S,G,MAPIP,BM,acor,-0.017135045372112818,11.75,0.4177367777777778,12
S,G,MIAL4,BM,acor,-0.00476190476190477,14,0.01250333333333333,1
S,G,MUAR2,BM,acor,-0.014705771006420752,12.5,0.3194274166666667,4
S,G,OECA10,BM,acor,0.008650658140024943,12.3125,0.11596841666666666,16
S,G,OPPH,BM,acor,0.3001409090010055,12,6.5676000000000005,2
S,G,PHCR,BM,acor,0.11041187802941065,11.5,0.13403636363636365,22
S,G,PLJA,BM,acor,0.1635424175900925,9.333333333333334,0.7244844444444444,3
S,G,PLPA2,BM,acor,-0.19716690960643682,7.5,0.25704448484848486,22
S,G,SATR12,BM,acor,0.05922619047619047,13.75,0.13275291666666666,8
S,G,SCBR2,BM,acor,0.37146198154496035,6.5,0.45936768333333333,2
S,G,SCPA10,BM,acor,-0.07619047619047625,14,4.7866666666666663e-4,1
S,G,SOEL,BM,acor,-0.00476190476190475,14,0.00306666666666666,1
S,G,SPCOC,BM,acor,-0.07619047619047613,14,0.03847666666666667,1
S,G,SPLE,BM,acor,-0.0296536796536796,13.5,0.016730666666666658,2
S,G,SPORO,BM,acor,0.15391231625164273,6.157894736842105,46.08930973333334,19
S,G,SPPO6,BM,acor,0.2250881845119341,10.733333333333333,0.3306594222222222,15
S,G,STEM,BM,acor,0.2939393939393941,11,0.208,1
S,G,TOAN,BM,acor,-0.07619047619047618,14,0.024527142857142855,7
S,P,AGHE5,BM,acor,-0.07619047619047623,14,0.01625433333333333,2
S,P,AMARA,BM,acor,-0.07619047619047623,14,0.01475,1
S,P,ARFEF,BM,acor,-0.02566529880460393,12.736842105263158,0.03947263157894736,19
S,P,ARIST,BM,acor,-0.018342237644903534,12.142857142857142,0.44292809523809523,21
S,P,ARLUL2,BM,acor,-0.19123447593835818,8.5,0.27857000000000004,2
S,P,ASTRA,BM,acor,-0.08055311765329687,11.155555555555555,0.4430654014814815,45
S,P,BADI,BM,acor,-0.01226069628643824,10.4,0.050546,70
S,P,BAPT,BM,acor,0.614352783366868,6,5.2476666666666665,1
S,P,BOCU,BM,acor,-0.058983791890551314,7.833333333333333,1.4416695447149432,24
S,P,BOER4,BM,acor,0.10145592317599007,5.476923076923077,8.807735302564103,65
S,P,BOGR2,BM,acor,-0.05503738911951088,5.195121951219512,6.051123691056911,82
S,P,BOHI2,BM,acor,0.08785823555467111,9.714285714285714,0.41006444444444445,63
S,P,BRBR2,BM,acor,-0.07619047619047616,14,0.08127166666666666,1
S,P,BRCA3,BM,acor,0.16811263703778767,13.5,1.1464133333333333,2
S,P,CHCHC3,BM,acor,0.07661997208422518,11.875,0.057985499999999995,24
S,P,CHCO,BM,acor,-0.0761904761904762,14,0.018755,2
S,P,CHCO2,BM,acor,0.022873117784344164,12,0.009219999999999999,5
S,P,CHER2,BM,acor,-0.08763440749731176,10,0.29094333333333333,6
S,P,CHFE3,BM,acor,0.03997874494298445,10.346153846153847,0.057259128205128206,26
S,P,CHIN2,BM,acor,-0.0761904761904762,14,0.00161666666666666,1
S,P,CHSES,BM,acor,-0.07619047619047616,14,0.002042666666666665,2
S,P,CINE,BM,acor,-0.1641025641025641,13,0.00708,1
S,P,CRCI3,BM,acor,-0.07619047619047618,14,0.21255666666666664,1
S,P,CRCR3,BM,acor,-0.04824313519492196,12.7,0.10833533333333333,10
S,P,CYIMI,BM,acor,0.032985981275250875,10.777777777777779,33.376908888888885,18
S,P,DAFO,BM,acor,0.0753130590339893,2,17.9228,1
S,P,DAPU7,BM,acor,-0.00476190476190472,14,0.00633733333333333,1
S,P,DEPI,BM,acor,-0.10236188249580243,13.173913043478262,0.2001620579710145,23
S,P,DRCUC,BM,acor,-0.09191998838516496,13.428571428571429,0.007898571428571425,7
S,P,ECCOC,BM,acor,-0.07078410954315237,7.666666666666667,2.0953633333333332,3
S,P,ECFEF3,BM,acor,0.08001430497097745,13.666666666666666,1.8907333333333334,3
S,P,ECIN2,BM,acor,-0.07619047619047618,14,1.0770000000000002,1
S,P,ELEL5,BM,acor,0.027224661954464324,12.1875,0.16373291666666667,16
S,P,ERCI,BM,acor,-0.07619047619047625,14,0.00265833333333333,1
S,P,ERCI6,BM,acor,-0.09961989477525647,13.285714285714286,0.37111428571428573,7
S,P,ERFL,BM,acor,-0.040733708051883304,11.571428571428571,0.11116266666666666,14
S,P,ERWR,BM,acor,0.05244441370553737,11.142857142857142,0.2286415238095238,7
S,P,FAPA,BM,acor,-0.07619047619047617,14,0.32293333333333335,1
S,P,FUCR,BM,acor,0.18434746072843433,13,0.10211055555555555,3
S,P,GIME,BM,acor,-0.1276058134411864,12.931034482758621,0.02868747126436781,29
S,P,GLBI2,BM,acor,-0.012961772259303244,13.176470588235293,0.051815284313725486,68
S,P,GRCL,BM,acor,-0.0761904761904762,14,0.9995333333333334,1
S,P,GUSA2,BM,acor,0.21509098123026774,11.347826086956522,2.486472463768116,23
S,P,HENA,BM,acor,-0.08518582881631662,12.833333333333334,0.021464055555555552,6
S,P,HENE5,BM,acor,-0.07619047619047628,14,0.020164999999999995,2
S,P,HEOB,BM,acor,-0.0877384698012501,13.666666666666666,0.09210788888888889,3
S,P,HYVE,BM,acor,-0.07619047619047618,14,0.032786518518518513,9
S,P,IPLA2,BM,acor,-0.07619047619047617,14,0.0038799999999999933,3
S,P,IPLO2,BM,acor,-0.07619047619047617,14,0.0033141666666666597,4
S,P,IPPU4,BM,acor,-0.00476190476190477,14,0.0018753333333333313,5
S,P,JUMO,BM,acor,0.2734117824893113,10.06060606060606,60.81480533333333,33
S,P,KRLA2,BM,acor,-0.07619047619047616,14,0.17761333333333337,1
S,P,LAOCO,BM,acor,-0.02341584474331369,12.23076923076923,0.1295926153846154,13
S,P,LEPI3,BM,acor,-0.017297894166465738,6.838709677419355,0.1054527311827957,31
S,P,LOPL2,BM,acor,-0.07638177671324312,13.444444444444445,0.13545277777777778,9
S,P,LUBR2,BM,acor,-0.18838146410857998,12.03448275862069,0.0806883908045977,29
S,P,LYPA,BM,acor,-0.07619047619047617,14,0.08073333333333334,1
S,P,LYPH,BM,acor,0.07196323163092519,11.361702127659575,0.16819851063829785,47
S,P,MAFE,BM,acor,-0.11306035711607158,13.142857142857142,0.01778333333333333,7
S,P,MAGR10,BM,acor,-0.0761904761904762,14,3.2333333333333335e-4,1
S,P,MAHA4,BM,acor,0.27103311685320797,10,2.292826666666667,1
S,P,MAPIP,BM,acor,-0.07619047619047607,14,0.00667666666666666,1
S,P,MELE2,BM,acor,-0.07619047619047614,14,0.01198666666666666,1
S,P,MILI3,BM,acor,-0.07641642436240427,12.666666666666666,0.022120222222222218,21
S,P,MIOX,BM,acor,-0.07619047619047617,14,0.21568249999999997,2
S,P,MUAR2,BM,acor,-0.07619047619047617,14,0.019918555555555464,3
S,P,MUPA2,BM,acor,-0.006244299171403656,12,1.4450596190476193,7
S,P,MUPO2,BM,acor,-0.07619047619047614,14,0.22813916666666667,1
S,P,MUTO2,BM,acor,-0.015351877476912272,7,0.45196533333333333,34
S,P,NECA3,BM,acor,-0.048154328076468,12.533333333333333,0.05051346666666666,15
S,P,NOMI,BM,acor,0.3418277344608471,7.5,136.68153333333333,2
S,P,OECA10,BM,acor,0.028407346024647256,13.5,0.050638499999999996,10
S,P,OPEN3,BM,acor,-0.035166421712352305,12.285714285714286,28.12301904761905,7
S,P,OPPH,BM,acor,0.14267102501755735,10.076923076923077,24.18459,26
S,P,OPPOP,BM,acor,-0.07619047619047617,14,0.9168444444444445,3
S,P,OPUNT,BM,acor,-0.028669409966600144,13.642857142857142,0.17543671428571428,14
S,P,PELO3,BM,acor,0.253195164075993,13,0.04376166666666666,1
S,P,PHACE,BM,acor,-0.0761904761904762,14,0.08813000000000001,2
S,P,PHCR,BM,acor,0.09052917706528474,12,0.06143333333333333,2
S,P,PHHE4,BM,acor,-0.07619047619047621,14,0.01250333333333333,3
S,P,PHLOL3,BM,acor,-0.07619047619047621,14,0.0468875,2
S,P,PHYSA,BM,acor,-0.0761904761904762,14,0.018754999999999997,2
S,P,PLJA,BM,acor,0.15654811352086295,11,0.36916000000000004,7
S,P,PLPA2,BM,acor,-0.09681156253722194,11.235294117647058,0.06984815686274509,17
S,P,POFE,BM,acor,-0.062061147587735344,12.052631578947368,0.12895863157894738,19
S,P,RHMI3,BM,acor,-0.07619047619047618,14,9.688,1
S,P,RHTR,BM,acor,0.12633679703035802,10.615384615384615,47.710026666666664,13
S,P,SCBR2,BM,acor,-0.07619047619047621,14,0.01922333333333333,1
S,P,SCMU6,BM,acor,-0.07619047619047618,14,9.699999999999967e-4,2
S,P,SIAL2,BM,acor,-0.0777683375814217,13.875,0.004162916666666664,8
S,P,SOEL,BM,acor,-0.05073222630967741,10,0.124752,5
S,P,SOJA,BM,acor,-0.0712479038176633,12.333333333333334,0.08543944444444446,3
S,P,SPAI,BM,acor,-0.00476190476190474,14,0.0918,1
S,P,SPCOC,BM,acor,-0.030484593742320067,9.666666666666666,0.13595088888888887,3
S,P,SPHA,BM,acor,-0.0761904761904762,14,0.009583333333333329,2
S,P,SPORO,BM,acor,0.1433174519747126,10.692307692307692,1.0489555307692309,26
S,P,SPPO6,BM,acor,-0.00989963611333265,11.153846153846153,0.28249671794871795,13
S,P,STPA4,BM,acor,-0.07619047619047616,14,0.02275,1
S,P,TEAR4,BM,acor,-0.07619047619047621,14,0.0066684444444444395,3
S,P,THWR,BM,acor,-0.052828594601530235,13.454545454545455,0.040237999999999996,22
S,P,VINE,BM,acor,-0.0761904761904762,14,1.82,1
S,P,VUOC,BM,acor,-0.10437184370407795,13.296296296296296,0.05369833333333333,27
S,P,YUBA,BM,acor,0.07361261785922972,9.75,91.06782916666666,4
S,P,ZIGR,BM,acor,-0.17142857142857149,13,1.20119,2
F,A,ACNE,BIM,cv,2.851631151953128,11.837209302325581,0.02538827906976744,43
F,A,AGHE5,BIM,cv,2.7778547003092955,12.25,1.0556348333333334,4
F,A,ALIN,BIM,cv,3.3093332339125654,12.75,0.5506666666666666,4
F,A,ALMA4,BIM,cv,2.5905251356610073,12.5,0.032979999999999995,2
F,A,AMPA,BIM,cv,3.530013594291613,13.421052631578947,0.05691947368421053,19
F,A,APRAH,BIM,cv,3.453363643453102,13,0.32526525,8
F,A,ARAD,BIM,cv,3.599234412716427,13.541666666666666,0.05445805555555555,24
F,A,ARFEF,BIM,cv,3.2424079394182885,12.625,0.03283191666666666,32
F,A,ARIST,BIM,cv,2.6578223295775647,10.761904761904763,2.721595634920635,42
F,A,ARLUL2,BIM,cv,1.7473321626279805,5.5,1.5081383333333334,2
F,A,ARPA9,BIM,cv,3.872983346207417,14,1.0488,2
F,A,ASTRA,BIM,cv,3.0885320569118306,11.862745098039216,0.05148428104575163,102
F,A,BAABA,BIM,cv,2.7465320243996385,10.153846153846153,1.6178295384615384,13
F,A,BADI,BIM,cv,2.322616144700639,8.128571428571428,0.2568810857142857,70
F,A,BAMU,BIM,cv,3.872983346207417,14,0.00549666666666666,1
F,A,BAPT,BIM,cv,1.225694642459565,4,13.0524,1
F,A,BAWR,BIM,cv,3.8729833462074175,14,0.572,1
F,A,BELY,BIM,cv,3.872983346207417,14,0.00109933333333333,3
F,A,BOBA2,BIM,cv,2.8212317599520023,11.25925925925926,0.18771155555555555,54
F,A,BOCU,BIM,cv,2.1719437910208748,7.7272727272727275,4.692850303030303,33
F,A,BOER4,BIM,cv,1.2022789253345043,3.1785714285714284,30.262855392857144,112
F,A,BOGR2,BIM,cv,1.5712801253920634,4.796610169491525,9.557000847457628,118
F,A,BOHI2,BIM,cv,2.003226302515628,7.463768115942029,1.4449185700483091,69
F,A,BOSP,BIM,cv,3.872983346207417,14,0.01475,1
F,A,BRCA3,BIM,cv,3.3440172072644474,12.4,6.690012,5
F,A,BREUC2,BIM,cv,3.3113944716271533,12.5,0.5015708333333333,4
F,A,CHAL11,BIM,cv,1.8884206390672311,6.75,1.8454206666666666,8
F,A,CHCHC3,BIM,cv,2.597789679968922,11.35135135135135,0.12394378378378379,37
F,A,CHCO,BIM,cv,3.6631292530148825,13.5,0.07970166666666666,2
F,A,CHCO2,BIM,cv,2.86665778685105,11.666666666666666,0.037751851851851856,9
F,A,CHER2,BIM,cv,2.377870285859539,8.466666666666667,1.1732674222222224,15
F,A,CHFE3,BIM,cv,2.6970339271461823,10.51923076923077,0.16241020512820512,52
F,A,CHGR2,BIM,cv,2.1853873838828646,8.764705882352942,0.06381019117647059,68
F,A,CHIN2,BIM,cv,3.872983346207417,14,0.034731874999999995,8
F,A,CHLA10,BIM,cv,3.872983346207417,14,0.019344,2
F,A,CHRE4,BIM,cv,2.966047973351045,11.83838383838384,0.038745353535353536,99
F,A,CHSE7,BIM,cv,2.960646703365512,12.042105263157895,0.1263456,95
